Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,City,Device,Keyword,Country
CSQ1231,SQL Mastery Course,125,4577,316.11,28,5,0.179,780,23-10-2024,Brisbane,Mobile,sql mastery course online course,Australia
CSQ1232,SQL Mastery Course,429,1120,119.74,23,20,0.87,2040,26-09-2024,Toronto,Mobile,sql mastery course online course,Canada
CSQ1233,SQL Mastery Course,194,3139,427.92,15,9,0.6,1359,06-04-2024,Birmingham,Mobile,sql mastery course online course,UK
CSQ1234,SQL Mastery Course,262,3268,255.67,13,10,0.769,1020,19-02-2024,Montreal,Tablet,sql mastery course online course,Canada
CSQ1235,SQL Mastery Course,476,1823,171.87,50,13,0.26,5798,20-09-2024,Perth,Mobile,sql mastery course online course,Australia
CSQ1236,SQL Mastery Course,381,5998,229.12,40,10,0.25,4390,28-02-2024,Delhi,Desktop,sql mastery course online course,India
CSQ1237,SQL Mastery Course,137,1360,131.78,25,25,1,5175,23-10-2024,Edinburgh,Mobile,sql mastery course online course,UK
CSQ1238,SQL Mastery Course,143,4142,428.48,8,3,0.375,411,14-06-2024,Leeds,Tablet,sql mastery course online course,UK
CSQ1239,SQL Mastery Course,219,4612,143.41,45,2,0.044,426,04-10-2024,Calgary,Desktop,sql mastery course online course,Canada
CSQ1240,SQL Mastery Course,369,8817,253.71,21,17,0.81,5712,14-12-2024,Manchester,Mobile,sql mastery course online course,UK
CSQ1241,SQL Mastery Course,217,7146,355.1,18,17,0.944,7718,16-04-2024,Perth,Desktop,sql mastery course online course,Australia
CSQ1242,SQL Mastery Course,231,5610,228.86,26,3,0.115,582,22-06-2024,Brisbane,Tablet,sql mastery course online course,Australia
CSQ1243,SQL Mastery Course,182,2757,276.03,23,11,0.478,5445,16-08-2024,New York,Mobile,sql mastery course online course,USA
CSQ1244,SQL Mastery Course,312,4425,199.57,19,13,0.684,6474,12-09-2024,Mumbai,Mobile,sql mastery course online course,India
CSQ1245,SQL Mastery Course,479,6125,187.69,9,9,1,1089,15-01-2024,Montreal,Tablet,sql mastery course online course,Canada
CSQ1246,SQL Mastery Course,77,8934,402.88,17,3,0.176,438,14-05-2024,London,Mobile,sql mastery course online course,UK
CSQ1247,SQL Mastery Course,301,6249,255.54,45,17,0.378,5491,14-12-2024,Montreal,Desktop,sql mastery course online course,Canada
CSQ1248,SQL Mastery Course,222,3337,417.99,7,7,1,861,05-11-2024,Birmingham,Desktop,sql mastery course online course,UK
CSQ1249,SQL Mastery Course,297,8531,335.94,6,1,0.167,173,10-08-2024,Hyderabad,Desktop,sql mastery course online course,India
CSQ1250,SQL Mastery Course,317,3091,173.28,10,9,0.9,2727,20-03-2024,Pune,Tablet,sql mastery course online course,India
CSQ1251,SQL Mastery Course,317,3461,393.9,48,39,0.812,14703,19-05-2024,Pune,Tablet,sql mastery course online course,India
CSQ1252,SQL Mastery Course,412,9946,284.8,35,12,0.343,4428,15-04-2024,Chennai,Mobile,sql mastery course online course,India
CSQ1253,SQL Mastery Course,113,9980,342.99,29,12,0.414,5484,19-12-2024,Dubai,Desktop,sql mastery course online course,UAE
CSQ1254,SQL Mastery Course,459,1795,193.89,21,1,0.048,173,10-01-2024,Perth,Mobile,sql mastery course online course,Australia
CSQ1255,SQL Mastery Course,120,2734,121.92,30,22,0.733,3916,15-05-2024,San Francisco,Tablet,sql mastery course online course,USA
CSQ1256,SQL Mastery Course,304,3167,210.28,12,6,0.5,2628,21-09-2024,Vancouver,Desktop,sql mastery course online course,Canada
CSQ1257,SQL Mastery Course,322,1310,470.8,23,3,0.13,858,21-04-2024,Los Angeles,Tablet,sql mastery course online course,USA
CSQ1258,SQL Mastery Course,111,3197,386.17,13,2,0.154,340,21-03-2024,Chicago,Mobile,sql mastery course online course,USA
CSQ1259,SQL Mastery Course,370,9938,270.05,11,5,0.455,2140,11-08-2024,Chennai,Tablet,sql mastery course online course,India
CSQ1260,SQL Mastery Course,172,3764,383.54,23,9,0.391,3339,12-02-2024,Sharjah,Desktop,sql mastery course online course,UAE
CSQ1261,SQL Mastery Course,159,2720,487.11,13,1,0.077,204,16-10-2024,Hyderabad,Tablet,sql mastery course online course,India
CSQ1262,SQL Mastery Course,389,4336,362.3,40,5,0.125,2195,17-01-2024,Boston,Mobile,sql mastery course online course,USA
CSQ1263,SQL Mastery Course,500,2104,254.95,5,4,0.8,1248,23-08-2024,Sydney,Tablet,sql mastery course online course,Australia
CSQ1264,SQL Mastery Course,472,2112,340.13,22,2,0.091,302,26-05-2024,Dubai,Desktop,sql mastery course online course,UAE
CSQ1265,SQL Mastery Course,293,6183,146.91,39,12,0.308,5016,08-02-2024,New York,Mobile,sql mastery course online course,USA
CSQ1266,SQL Mastery Course,413,2009,117.14,27,18,0.667,2880,23-11-2024,New York,Desktop,sql mastery course online course,USA
CSQ1267,SQL Mastery Course,268,7688,376.71,18,17,0.944,4386,14-05-2024,Sydney,Tablet,sql mastery course online course,Australia
CSQ1268,SQL Mastery Course,283,1823,419.4,19,6,0.316,1356,22-11-2024,Sharjah,Mobile,sql mastery course online course,UAE
CSQ1269,SQL Mastery Course,160,4617,365.14,49,2,0.041,528,12-01-2024,New York,Mobile,sql mastery course online course,USA
CSQ1270,SQL Mastery Course,397,2034,150.09,37,24,0.649,8664,21-05-2024,Bangalore,Tablet,sql mastery course online course,India
CSQ1271,SQL Mastery Course,330,1068,115.69,33,10,0.303,2390,18-02-2024,Montreal,Tablet,sql mastery course online course,Canada
CSQ1272,SQL Mastery Course,429,8944,169.65,46,1,0.022,218,26-02-2024,Leeds,Tablet,sql mastery course online course,UK
CSQ1273,SQL Mastery Course,107,9838,260.21,7,4,0.571,1220,23-03-2024,Pune,Desktop,sql mastery course online course,India
CSQ1274,SQL Mastery Course,75,1685,469.29,26,15,0.577,2085,03-09-2024,Sharjah,Tablet,sql mastery course online course,UAE
CSQ1275,SQL Mastery Course,104,3922,226.22,28,22,0.786,3278,04-11-2024,Sharjah,Desktop,sql mastery course online course,UAE
CSQ1276,SQL Mastery Course,64,8716,160.83,11,9,0.818,4104,11-06-2024,Los Angeles,Mobile,sql mastery course online course,USA
CSQ1277,SQL Mastery Course,324,5571,371.46,32,12,0.375,4488,17-10-2024,Manchester,Mobile,sql mastery course online course,UK
CSQ1278,SQL Mastery Course,259,1803,160.05,21,7,0.333,1995,24-07-2024,Birmingham,Tablet,sql mastery course online course,UK
CSQ1279,SQL Mastery Course,470,9301,328.72,8,7,0.875,3360,03-11-2024,Sharjah,Mobile,sql mastery course online course,UAE
CSQ1280,SQL Mastery Course,51,1251,350.84,33,28,0.848,10556,22-12-2024,Leeds,Tablet,sql mastery course online course,UK
CSQ1281,SQL Mastery Course,436,4996,284.73,19,6,0.316,1722,17-03-2024,New York,Mobile,sql mastery course online course,USA
CSQ1282,SQL Mastery Course,70,7141,435.88,24,19,0.792,4389,21-02-2024,Mumbai,Tablet,sql mastery course online course,India
CSQ1283,SQL Mastery Course,189,7952,337.23,11,2,0.182,944,06-03-2024,Abu Dhabi,Tablet,sql mastery course online course,UAE
CSQ1284,SQL Mastery Course,353,5124,154.03,28,28,1,4060,20-10-2024,Los Angeles,Tablet,sql mastery course online course,USA
CSQ1285,SQL Mastery Course,282,1015,129.36,47,16,0.34,4592,24-10-2024,Edinburgh,Mobile,sql mastery course online course,UK
CSQ1286,SQL Mastery Course,496,2234,186.51,42,10,0.238,4050,21-03-2024,Chicago,Mobile,sql mastery course online course,USA
CSQ1287,SQL Mastery Course,273,4411,334.5,46,42,0.913,5964,06-10-2024,Calgary,Tablet,sql mastery course online course,Canada
CSQ1288,SQL Mastery Course,175,2434,188.13,8,8,1,2800,10-07-2024,Melbourne,Tablet,sql mastery course online course,Australia
CSQ1289,SQL Mastery Course,63,8760,225.19,8,8,1,1200,14-03-2024,New York,Tablet,sql mastery course online course,USA
CSQ1290,SQL Mastery Course,261,5342,138.43,43,31,0.721,8401,15-09-2024,Perth,Mobile,sql mastery course online course,Australia
CSQ1291,SQL Mastery Course,387,1953,191.19,42,12,0.286,3684,02-07-2024,Chicago,Mobile,sql mastery course online course,USA
CSQ1292,SQL Mastery Course,456,5676,346.15,8,8,1,1488,06-02-2024,Dubai,Tablet,sql mastery course online course,UAE
CSQ1293,SQL Mastery Course,446,9018,429.32,47,3,0.064,1482,03-11-2024,Los Angeles,Tablet,sql mastery course online course,USA
CSQ1294,SQL Mastery Course,327,4672,255.79,46,3,0.065,513,04-02-2024,Hyderabad,Desktop,sql mastery course online course,India
CSQ1295,SQL Mastery Course,312,8908,414.03,23,1,0.043,364,06-07-2024,Leeds,Tablet,sql mastery course online course,UK
CSQ1296,SQL Mastery Course,85,1981,138.14,26,4,0.154,856,21-08-2024,Hyderabad,Desktop,sql mastery course online course,India
CSQ1297,SQL Mastery Course,153,7501,386.46,23,4,0.174,480,22-03-2024,Mumbai,Desktop,sql mastery course online course,India
CSQ1298,SQL Mastery Course,416,7824,309.7,34,33,0.971,8910,16-10-2024,Chicago,Tablet,sql mastery course online course,USA
CSQ1299,SQL Mastery Course,117,1131,138.02,24,16,0.667,6800,23-04-2024,Hyderabad,Desktop,sql mastery course online course,India
CSQ1300,SQL Mastery Course,298,3968,113.92,20,5,0.25,1500,12-01-2024,Sharjah,Tablet,sql mastery course online course,UAE
CSQ1301,SQL Mastery Course,231,1383,459.27,35,34,0.971,14382,15-09-2024,Delhi,Tablet,sql mastery course online course,India
CSQ1302,SQL Mastery Course,197,7220,165.18,42,23,0.548,10235,14-10-2024,Calgary,Desktop,sql mastery course online course,Canada
CSQ1303,SQL Mastery Course,105,5469,468.3,21,14,0.667,4438,23-11-2024,Brisbane,Mobile,sql mastery course online course,Australia
CSQ1304,SQL Mastery Course,424,4009,132.84,28,19,0.679,5225,20-06-2024,Ottawa,Desktop,sql mastery course online course,Canada
CSQ1305,SQL Mastery Course,279,9098,150.67,43,30,0.698,6390,25-07-2024,Chicago,Tablet,sql mastery course online course,USA
CSQ1306,SQL Mastery Course,243,8594,163.9,50,39,0.78,4056,13-01-2024,Chicago,Desktop,sql mastery course online course,USA
CSQ1307,SQL Mastery Course,307,4519,433.64,47,45,0.957,20925,10-09-2024,Bangalore,Mobile,sql mastery course online course,India
CSQ1308,SQL Mastery Course,338,3695,182.5,50,33,0.66,5247,04-12-2024,Toronto,Tablet,sql mastery course online course,Canada
CSQ1309,SQL Mastery Course,303,5307,354.48,37,33,0.892,6963,21-03-2024,Brisbane,Mobile,sql mastery course online course,Australia
CSQ1310,SQL Mastery Course,337,7284,246.49,22,3,0.136,942,25-03-2024,Edinburgh,Mobile,sql mastery course online course,UK
CSQ1311,SQL Mastery Course,312,4768,158.65,27,11,0.407,4565,23-06-2024,Abu Dhabi,Desktop,sql mastery course online course,UAE
CSQ1312,SQL Mastery Course,476,5711,279.51,18,13,0.722,4667,25-04-2024,Boston,Mobile,sql mastery course online course,USA
CSQ1313,SQL Mastery Course,179,8541,341.55,34,3,0.088,954,12-04-2024,Melbourne,Desktop,sql mastery course online course,Australia
CSQ1314,SQL Mastery Course,98,6819,413.79,16,7,0.438,1834,20-08-2024,Calgary,Tablet,sql mastery course online course,Canada
CSQ1315,SQL Mastery Course,472,8737,102.44,28,25,0.893,6050,09-09-2024,Dubai,Mobile,sql mastery course online course,UAE
CSQ1316,SQL Mastery Course,103,3034,284.57,37,35,0.946,14560,02-10-2024,New York,Desktop,sql mastery course online course,USA
CSQ1317,SQL Mastery Course,283,3491,256.56,38,16,0.421,5584,26-07-2024,Melbourne,Mobile,sql mastery course online course,Australia
CSQ1318,SQL Mastery Course,231,9032,355.87,17,16,0.941,4672,16-03-2024,Ottawa,Desktop,sql mastery course online course,Canada
CSQ1319,SQL Mastery Course,190,5527,222.66,10,8,0.8,1968,04-05-2024,Edinburgh,Mobile,sql mastery course online course,UK
CSQ1320,SQL Mastery Course,289,1487,404.22,18,12,0.667,5136,13-09-2024,Ottawa,Tablet,sql mastery course online course,Canada
CSQ1321,SQL Mastery Course,184,2531,302.48,7,7,1,1092,27-06-2024,Chicago,Tablet,sql mastery course online course,USA
CSQ1322,SQL Mastery Course,325,8080,182.47,21,1,0.048,267,13-02-2024,Chennai,Desktop,sql mastery course online course,India
CSQ1323,SQL Mastery Course,320,3661,164.09,38,17,0.447,3315,17-01-2024,Ottawa,Tablet,sql mastery course online course,Canada
CSQ1324,SQL Mastery Course,479,9536,464.23,35,18,0.514,1944,13-05-2024,Chicago,Desktop,sql mastery course online course,USA
CSQ1325,SQL Mastery Course,265,5717,448.3,32,9,0.281,3843,10-12-2024,London,Desktop,sql mastery course online course,UK
CSQ1326,SQL Mastery Course,109,4752,355.15,11,8,0.727,2296,21-02-2024,Edinburgh,Desktop,sql mastery course online course,UK
CSQ1327,SQL Mastery Course,324,2084,145.17,44,6,0.136,1626,04-07-2024,London,Desktop,sql mastery course online course,UK
CSQ1328,SQL Mastery Course,220,1440,493.15,24,9,0.375,1215,03-11-2024,Hyderabad,Mobile,sql mastery course online course,India
CSQ1329,SQL Mastery Course,395,3189,405.57,30,25,0.833,5850,27-05-2024,Melbourne,Tablet,sql mastery course online course,Australia
CSQ1330,SQL Mastery Course,131,2258,133.95,30,23,0.767,8188,15-05-2024,Los Angeles,Mobile,sql mastery course online course,USA
CSQ1331,SQL Mastery Course,128,2276,218.16,35,6,0.171,816,20-06-2024,New York,Mobile,sql mastery course online course,USA
CSQ1332,SQL Mastery Course,150,7519,275.85,31,2,0.065,560,18-12-2024,Los Angeles,Mobile,sql mastery course online course,USA
CSQ1333,SQL Mastery Course,118,7017,348.52,8,1,0.125,425,10-03-2024,Manchester,Mobile,sql mastery course online course,UK
CSQ1334,SQL Mastery Course,114,1807,455,44,23,0.523,7176,11-04-2024,Delhi,Mobile,sql mastery course online course,India
CSQ1335,SQL Mastery Course,320,7916,190.54,42,5,0.119,2315,19-10-2024,Sharjah,Tablet,sql mastery course online course,UAE
CSQ1336,SQL Mastery Course,412,5001,448.89,43,30,0.698,11850,21-07-2024,Hyderabad,Tablet,sql mastery course online course,India
CSQ1337,SQL Mastery Course,126,6922,131.64,45,43,0.956,11266,22-02-2024,Sharjah,Desktop,sql mastery course online course,UAE
CSQ1338,SQL Mastery Course,415,6095,498.11,11,1,0.091,363,11-02-2024,Adelaide,Mobile,sql mastery course online course,Australia
CSQ1339,SQL Mastery Course,197,1277,252.09,24,3,0.125,885,01-04-2024,Mumbai,Tablet,sql mastery course online course,India
CSQ1340,SQL Mastery Course,200,7937,247.14,45,2,0.044,436,13-06-2024,Los Angeles,Mobile,sql mastery course online course,USA
CSQ1341,SQL Mastery Course,394,9831,307.16,39,12,0.308,2112,16-08-2024,Chicago,Tablet,sql mastery course online course,USA
CSQ1342,SQL Mastery Course,184,5979,374.54,19,6,0.316,2556,10-05-2024,Pune,Mobile,sql mastery course online course,India
CSQ1343,SQL Mastery Course,75,5002,308.95,17,4,0.235,1884,25-02-2024,Manchester,Tablet,sql mastery course online course,UK
CSQ1344,SQL Mastery Course,379,3017,415.18,30,1,0.033,451,12-08-2024,Boston,Desktop,sql mastery course online course,USA
CSQ1345,SQL Mastery Course,357,7915,441,24,10,0.417,3400,15-12-2024,Ottawa,Tablet,sql mastery course online course,Canada
CSQ1346,SQL Mastery Course,328,3282,424.76,31,9,0.29,2808,04-09-2024,Abu Dhabi,Tablet,sql mastery course online course,UAE
CSQ1347,SQL Mastery Course,475,4050,386.37,46,11,0.239,3751,04-03-2024,Melbourne,Tablet,sql mastery course online course,Australia
CSQ1348,SQL Mastery Course,336,8341,305.58,43,38,0.884,4408,03-01-2024,Mumbai,Mobile,sql mastery course online course,India
CSQ1349,SQL Mastery Course,363,3534,226.88,16,7,0.438,3185,15-02-2024,Perth,Mobile,sql mastery course online course,Australia
CSQ1350,SQL Mastery Course,182,4016,279.52,45,2,0.044,582,09-08-2024,Brisbane,Tablet,sql mastery course online course,Australia
CSQ1351,SQL Mastery Course,374,7858,208.98,33,19,0.576,4522,01-08-2024,Hyderabad,Mobile,sql mastery course online course,India
CSQ1352,SQL Mastery Course,149,1281,173.57,36,18,0.5,6264,22-03-2024,Toronto,Tablet,sql mastery course online course,Canada
CSQ1353,SQL Mastery Course,497,8228,358.32,25,11,0.44,4664,05-04-2024,Calgary,Desktop,sql mastery course online course,Canada
CSQ1354,SQL Mastery Course,234,2062,215.57,46,46,1,16422,26-10-2024,Perth,Mobile,sql mastery course online course,Australia
CSQ1355,SQL Mastery Course,100,4913,320.14,30,16,0.533,3568,23-09-2024,Perth,Desktop,sql mastery course online course,Australia
CSQ1356,SQL Mastery Course,143,9505,180.29,19,9,0.474,3537,14-10-2024,Dubai,Tablet,sql mastery course online course,UAE
CSQ1357,SQL Mastery Course,354,7185,117.01,14,10,0.714,1200,15-07-2024,Abu Dhabi,Desktop,sql mastery course online course,UAE
CSQ1358,SQL Mastery Course,196,8201,339.87,27,19,0.704,7695,06-08-2024,Sharjah,Tablet,sql mastery course online course,UAE
CSQ1359,SQL Mastery Course,265,4860,178.48,7,2,0.286,708,17-12-2024,Mumbai,Mobile,sql mastery course online course,India
CSQ1360,SQL Mastery Course,458,8168,199.63,18,12,0.667,3024,22-03-2024,Mumbai,Tablet,sql mastery course online course,India
CSQ1361,SQL Mastery Course,71,7997,361.29,30,18,0.6,7056,07-12-2024,Abu Dhabi,Tablet,sql mastery course online course,UAE
CSQ1362,SQL Mastery Course,316,5345,116.27,49,9,0.184,2439,05-01-2024,Montreal,Tablet,sql mastery course online course,Canada
CSQ1363,SQL Mastery Course,264,7474,388.86,37,36,0.973,6984,21-02-2024,Sydney,Desktop,sql mastery course online course,Australia
CSQ1364,SQL Mastery Course,207,3254,207.95,22,14,0.636,3374,02-11-2024,Toronto,Desktop,sql mastery course online course,Canada
CSQ1365,SQL Mastery Course,251,2814,117.77,27,18,0.667,4932,18-02-2024,Bangalore,Tablet,sql mastery course online course,India
CSQ1366,SQL Mastery Course,209,4051,467.31,19,15,0.789,4500,12-11-2024,Vancouver,Tablet,sql mastery course online course,Canada
CSQ1367,SQL Mastery Course,247,9550,220.69,44,4,0.091,1056,03-10-2024,Hyderabad,Desktop,sql mastery course online course,India
CSQ1368,SQL Mastery Course,259,5624,172.45,36,9,0.25,3195,08-05-2024,Abu Dhabi,Mobile,sql mastery course online course,UAE
CSQ1369,SQL Mastery Course,467,7315,281.03,37,16,0.432,7632,15-08-2024,Leeds,Tablet,sql mastery course online course,UK
CSQ1370,SQL Mastery Course,428,4077,139.47,13,12,0.923,2628,15-05-2024,Dubai,Tablet,sql mastery course online course,UAE
CSQ1371,SQL Mastery Course,487,9730,338.94,19,10,0.526,2860,23-05-2024,Abu Dhabi,Tablet,sql mastery course online course,UAE
CSQ1372,SQL Mastery Course,292,5944,336.57,40,27,0.675,5049,21-09-2024,Chennai,Tablet,sql mastery course online course,India
CSQ1373,SQL Mastery Course,361,1845,241.05,50,25,0.5,11600,28-03-2024,Brisbane,Mobile,sql mastery course online course,Australia
CSQ1374,SQL Mastery Course,201,3496,215.53,44,18,0.409,4554,15-03-2024,London,Desktop,sql mastery course online course,UK
CSQ1375,SQL Mastery Course,472,7702,318.09,12,12,1,2016,11-01-2024,Sharjah,Mobile,sql mastery course online course,UAE
CSQ1376,SQL Mastery Course,298,6021,153.27,47,34,0.723,15368,06-08-2024,Brisbane,Desktop,sql mastery course online course,Australia
CSQ1377,SQL Mastery Course,329,9400,171.32,39,2,0.051,980,07-08-2024,Leeds,Mobile,sql mastery course online course,UK
CSQ1378,SQL Mastery Course,187,3545,166.84,23,19,0.826,5339,27-05-2024,Perth,Desktop,sql mastery course online course,Australia
CSQ1379,SQL Mastery Course,358,2747,119.46,32,21,0.656,9975,19-10-2024,Los Angeles,Tablet,sql mastery course online course,USA
CSQ1380,SQL Mastery Course,209,4438,463.79,10,6,0.6,702,11-01-2024,Montreal,Mobile,sql mastery course online course,Canada
CSQ1381,SQL Mastery Course,355,2715,274.09,27,14,0.519,2618,05-05-2024,Adelaide,Mobile,sql mastery course online course,Australia
CSQ1382,SQL Mastery Course,144,5358,452.97,13,7,0.538,1939,22-12-2024,Montreal,Mobile,sql mastery course online course,Canada
CSQ1383,SQL Mastery Course,458,1031,217.45,17,12,0.706,4812,07-09-2024,Ottawa,Mobile,sql mastery course online course,Canada
CSQ1384,SQL Mastery Course,64,6930,302.51,15,6,0.4,2088,10-02-2024,Melbourne,Mobile,sql mastery course online course,Australia
CSQ1385,SQL Mastery Course,391,2862,273.14,42,10,0.238,4370,27-12-2024,Manchester,Mobile,sql mastery course online course,UK
CSQ1386,SQL Mastery Course,445,7451,120.4,17,1,0.059,275,13-01-2024,Brisbane,Mobile,sql mastery course online course,Australia
CSQ1387,SQL Mastery Course,103,2348,201.26,38,30,0.789,5790,27-11-2024,Manchester,Tablet,sql mastery course online course,UK
CSQ1388,SQL Mastery Course,121,2980,462.84,11,5,0.455,2025,28-11-2024,Adelaide,Tablet,sql mastery course online course,Australia
CSQ1389,SQL Mastery Course,171,7475,153.59,7,1,0.143,370,04-10-2024,Calgary,Tablet,sql mastery course online course,Canada
CSQ1390,SQL Mastery Course,185,5278,457.86,23,9,0.391,1359,08-10-2024,Boston,Desktop,sql mastery course online course,USA
CSQ1391,SQL Mastery Course,244,4938,365.57,42,11,0.262,4455,11-04-2024,Sharjah,Desktop,sql mastery course online course,UAE
CSQ1392,SQL Mastery Course,350,6100,239.04,45,44,0.978,8976,20-03-2024,Brisbane,Tablet,sql mastery course online course,Australia
CSQ1393,SQL Mastery Course,340,8611,211.15,31,3,0.097,675,21-10-2024,Chicago,Tablet,sql mastery course online course,USA
CSQ1394,SQL Mastery Course,349,5789,335.02,42,30,0.714,5580,20-03-2024,Abu Dhabi,Desktop,sql mastery course online course,UAE
CSQ1395,SQL Mastery Course,282,6645,350.41,22,18,0.818,6696,07-06-2024,Sharjah,Desktop,sql mastery course online course,UAE
CSQ1396,SQL Mastery Course,360,5929,480.96,19,19,1,4009,12-08-2024,London,Tablet,sql mastery course online course,UK
CSQ1397,SQL Mastery Course,330,1183,306.93,21,13,0.619,4901,03-06-2024,Los Angeles,Tablet,sql mastery course online course,USA
CSQ1398,SQL Mastery Course,145,2268,397.06,21,6,0.286,2136,08-12-2024,Birmingham,Mobile,sql mastery course online course,UK
CSQ1399,SQL Mastery Course,164,2120,375.13,14,14,1,2562,18-06-2024,Edinburgh,Tablet,sql mastery course online course,UK
CSQ1400,SQL Mastery Course,254,6939,355.44,40,28,0.7,3192,07-05-2024,Hyderabad,Tablet,sql mastery course online course,India
CSQ1401,SQL Mastery Course,277,9628,425.66,7,4,0.571,768,11-12-2024,Perth,Desktop,sql mastery course online course,Australia
CSQ1402,SQL Mastery Course,422,7603,421.61,13,1,0.077,283,17-09-2024,Boston,Desktop,sql mastery course online course,USA
CSQ1403,SQL Mastery Course,333,8854,303.68,9,6,0.667,1218,02-06-2024,New York,Mobile,sql mastery course online course,USA
CSQ1404,SQL Mastery Course,337,5281,379.03,15,4,0.267,624,22-11-2024,Chennai,Tablet,sql mastery course online course,India
CSQ1405,SQL Mastery Course,341,7367,236.65,20,3,0.15,1284,17-01-2024,Chennai,Mobile,sql mastery course online course,India
CSQ1406,SQL Mastery Course,416,8316,323.14,9,7,0.778,1337,02-11-2024,Chennai,Desktop,sql mastery course online course,India
CSQ1407,SQL Mastery Course,319,5568,498.8,25,4,0.16,1700,01-01-2024,Pune,Tablet,sql mastery course online course,India
CSQ1408,SQL Mastery Course,127,2949,479.86,15,10,0.667,4550,18-10-2024,Edinburgh,Mobile,sql mastery course online course,UK
CSQ1409,SQL Mastery Course,118,1121,268.36,36,26,0.722,5200,23-10-2024,Los Angeles,Tablet,sql mastery course online course,USA
CSQ1410,SQL Mastery Course,108,5628,296.96,9,3,0.333,1092,19-11-2024,London,Mobile,sql mastery course online course,UK
CSQ1411,SQL Mastery Course,246,7823,318.43,10,6,0.6,780,26-11-2024,Delhi,Desktop,sql mastery course online course,India
CSQ1412,SQL Mastery Course,147,5064,482.8,11,3,0.273,1455,14-12-2024,Sydney,Mobile,sql mastery course online course,Australia
CSQ1413,SQL Mastery Course,200,4541,499.82,45,37,0.822,11470,05-10-2024,Bangalore,Mobile,sql mastery course online course,India
CSQ1414,SQL Mastery Course,446,8660,132.94,9,5,0.556,2145,10-12-2024,Calgary,Desktop,sql mastery course online course,Canada
CSQ1415,SQL Mastery Course,461,2055,118.94,11,8,0.727,2424,27-06-2024,Calgary,Mobile,sql mastery course online course,Canada
CSQ1416,SQL Mastery Course,288,4744,102.13,14,4,0.286,1648,28-05-2024,Vancouver,Tablet,sql mastery course online course,Canada
CSQ1417,SQL Mastery Course,327,6278,429.62,33,32,0.97,12928,22-05-2024,San Francisco,Tablet,sql mastery course online course,USA
CSQ1418,SQL Mastery Course,409,9071,404.75,11,11,1,3685,17-12-2024,Mumbai,Tablet,sql mastery course online course,India
CSQ1419,SQL Mastery Course,367,1048,137.38,5,5,1,1285,18-07-2024,Calgary,Tablet,sql mastery course online course,Canada
CSQ1420,SQL Mastery Course,167,6761,395.54,29,18,0.621,3078,21-02-2024,Melbourne,Mobile,sql mastery course online course,Australia
CSQ1421,SQL Mastery Course,142,1788,444.74,33,13,0.394,4680,09-01-2024,Hyderabad,Mobile,sql mastery course online course,India
CSQ1422,SQL Mastery Course,100,1799,127.12,37,5,0.135,1035,05-08-2024,Birmingham,Tablet,sql mastery course online course,UK
CSQ1423,SQL Mastery Course,262,9782,377.94,32,5,0.156,1440,11-03-2024,Leeds,Desktop,sql mastery course online course,UK
CSQ1424,SQL Mastery Course,402,9628,132.66,35,29,0.829,8323,01-05-2024,Hyderabad,Desktop,sql mastery course online course,India
CSQ1425,SQL Mastery Course,296,3403,342.23,32,3,0.094,1482,03-09-2024,Los Angeles,Tablet,sql mastery course online course,USA
CSQ1426,SQL Mastery Course,96,1685,227.06,44,24,0.545,6816,20-10-2024,Vancouver,Desktop,sql mastery course online course,Canada
CSQ1427,SQL Mastery Course,482,6231,152.2,38,9,0.237,3825,16-07-2024,Melbourne,Tablet,sql mastery course online course,Australia
CSQ1428,SQL Mastery Course,114,3943,211.65,8,2,0.25,412,28-08-2024,Manchester,Tablet,sql mastery course online course,UK
CSQ1429,SQL Mastery Course,393,2817,372.89,47,14,0.298,2856,26-01-2024,Abu Dhabi,Desktop,sql mastery course online course,UAE
CSQ1430,SQL Mastery Course,184,6176,105.62,9,4,0.444,584,25-10-2024,Los Angeles,Tablet,sql mastery course online course,USA
CSQ1431,SQL Mastery Course,85,9998,393.11,30,7,0.233,3122,13-07-2024,Toronto,Tablet,sql mastery course online course,Canada
CSQ1432,SQL Mastery Course,198,5182,187.26,12,1,0.083,461,16-10-2024,Ottawa,Desktop,sql mastery course online course,Canada
CSQ1433,SQL Mastery Course,212,8869,101.78,17,10,0.588,3710,02-03-2024,London,Tablet,sql mastery course online course,UK
CSQ1434,SQL Mastery Course,309,9693,165.54,46,43,0.935,10836,25-04-2024,Birmingham,Tablet,sql mastery course online course,UK
CSQ1435,SQL Mastery Course,426,7480,403.56,20,5,0.25,1085,28-12-2024,Edinburgh,Mobile,sql mastery course online course,UK
CSQ1436,SQL Mastery Course,439,7556,479.38,14,14,1,6972,10-11-2024,Montreal,Desktop,sql mastery course online course,Canada
CSQ1437,SQL Mastery Course,237,3587,421.07,27,27,1,4536,21-07-2024,Delhi,Tablet,sql mastery course online course,India
CSQ1438,SQL Mastery Course,430,1531,244.57,43,29,0.674,6699,14-05-2024,San Francisco,Desktop,sql mastery course online course,USA
CSQ1439,SQL Mastery Course,76,5920,447.36,49,15,0.306,5700,09-11-2024,Adelaide,Mobile,sql mastery course online course,Australia
